ori,ori9,fips_state_county_code,crosswalk_agency_name,census_name
OR00602,OR0060200,41011,Coos Bay Police Department,Coos Bay City
OR00603,OR0060300,41011,Coquille Police Department,Coquille City
OR00604,OR0060400,41011,Eastside Pd Coos Bay,State Of Oregon
OR00608,OR0060800,41011,Lakeside Pd,Lakeside City
OR00605,OR0060500,41011,Myrtle Point Police Department,Myrtle Point City
OR00606,OR0060600,41011,North Bend Police Department,North Bend City
OR00607,OR0060700,41011,Powers Police Department,Powers City
OR00600,OR0060000,41011,Coos County Sheriff's Office,Coos County
OR006SP,OR006SP00,41011,Sp: Coos County,State Of Oregon
OR00609,OR0060900,41011,Liquor Comm: Coos County,State Of Oregon
OR00701,OR0070100,41013,Prineville Police Department,Prineville City
OR00700,OR0070000,41013,Crook County Sheriff's Office,Crook County
OR007SP,OR007SP00,41013,Sp: Crook County,State Of Oregon
OR00702,OR0070200,41013,Liquor Comm: Crook Cnty,State Of Oregon
OR00801,OR0080100,41015,Brookings Police Department,Brookings City
OR00802,OR0080200,41015,Gold Beach Police Department,Gold Beach City
OR00803,OR0080300,41015,Port Orford Police Department,Port Orford City
OR00800,OR0080000,41015,Curry County Sheriff's Office,Curry County
OR008SP,OR008SP00,41015,Sp: Curry County,State Of Oregon
OR00804,OR0080400,41015,Liquor Comm: Curry Cnty,State Of Oregon
OR00901,OR0090100,41017,Bend Police Department,Bend City
OR00904,OR0090400,41017,Black Butte Police Department,State Of Oregon
OR00902,OR0090200,41017,Redmond Police Department,Redmond City
OR00903,OR0090300,41017,Sisters Pd,Sisters City
OR00905,OR0090500,41017,Sunriver Police Department,State Of Oregon
OR00900,OR0090000,41017,Deschutes County Sheriff's Office,Deschutes County
OR009SP,OR009SP00,41017,Sp: Deschutes County,State Of Oregon
OR01001,OR0100100,41019,Canyonville Pd,Canyonville City
OR01008,OR0100800,41019,Drain Pd,Drain City
OR01011,OR0101100,41019,Glendale Pd,Glendale City
OR01002,OR0100200,41019,Myrtle Creek Police Department,Myrtle Creek City
OR01009,OR0100900,41019,Oakland Pd,Oakland City
OR01003,OR0100300,41019,Reedsport Police Department,Reedsport City
OR01004,OR0100400,41019,Riddle Pd,Riddle City
OR01005,OR0100500,41019,Roseburg Police Department,Roseburg City
OR01006,OR0100600,41019,Sutherlin Police Department,Sutherlin City
OR01007,OR0100700,41019,Winston Police Department,Winston City
OR01000,OR0100000,41019,Douglas County Sheriff's Office,Douglas County
OR010SP,OR010SP00,41019,Sp: Douglas County,State Of Oregon
OR01012,OR0101200,41019,Liquor Comm: Douglas Cty,State Of Oregon
OR01101,OR0110100,41021,Arlington Pd,Arlington City
OR01102,OR0110200,41021,Condon Police Department,Condon City
OR01100,OR0110000,41021,Gilliam County Sheriff's Office,Gilliam County
OR011SP,OR011SP00,41021,Sp: Gilliam County,State Of Oregon
OR01103,OR0110300,41021,Liquor Comm: Gilliam Cty,State Of Oregon
OR01202,OR0120200,41023,John Day Police Department,John Day City
OR01203,OR0120300,41023,Prairie City Pd,Prairie City City
OR01200,OR0120000,41023,Grant County Sheriff's Office,Grant County
OR012SP,OR012SP00,41023,Sp: Grant County,State Of Oregon
OR01206,OR0120600,41023,Liquor Comm: Grant Cnty,State Of Oregon
OR01301,OR0130100,41025,Burns Police Department,Burns City
OR01303,OR0130300,41025,Burns Paiute Tribal Police,Burns Paiute Tribe Of The Burns Paiute Indian Colo
OR01302,OR0130200,41025,Hines Police Department,Hines Town
OR01300,OR0130000,41025,Harney County Sheriff's Office,Harney County
OR013SP,OR013SP00,41025,Sp: Harney County,State Of Oregon
OR01304,OR0130400,41025,Liquor Comm: Harney Cnty,State Of Oregon
OR01402,OR0140200,41027,Hood River Police Department,Hood River City
ORDI060,ORDI06000,41027,Columbia River Inter-tribal Fisheries Enforcement,_undetermined
OR01400,OR0140000,41027,Hood River County Sheriff's Office,Hood River County
OR014SP,OR014SP00,41027,Sp: Hood River County,State Of Oregon
OR01403,OR0140300,41027,Liquor Comm: Hood Rvr Co,State Of Oregon
OR01501,OR0150100,41029,Ashland Police Department,Ashland City
OR01510,OR0151000,41029,Butte Falls Police Department,Butte Falls Town
OR01502,OR0150200,41029,Central Point Police Department,Central Point City
OR01507,OR0150700,41029,Eagle Point Police Department,Eagle Point City
OR01508,OR0150800,41029,Gold Hill Pd,Gold Hill City
OR01503,OR0150300,41029,Jacksonville Police Department,Jacksonville City
OR01504,OR0150400,41029,Medford Police Department,Medford City
OR01505,OR0150500,41029,Phoenix Police Department,Phoenix City
OR01509,OR0150900,41029,Rogue River Police Department,Rogue River City
OR01511,OR0151100,41029,Shady Cove Police Department,Shady Cove City
OR01506,OR0150600,41029,Talent Police Department,Talent City
OR01500,OR0150000,41029,Jackson County Sheriff's Office,Jackson County
OR015SP,OR015SP00,41029,Sp: Jackson County,State Of Oregon
OR01512,OR0151200,41029,Liquor Comm: Jackson Cty,State Of Oregon
OR01601,OR0160100,41031,Culver Pd,Culver City
OR01602,OR0160200,41031,Madras Police Department,Madras City
ORDI050,ORDI05000,41031,Warm Springs Tribal Police Department,Confederated Tribes Of The Warm Springs Reservatio
OR01600,OR0160000,41031,Jefferson County Sheriff's Office,Jefferson County
OR016SP,OR016SP00,41031,Sp: Jefferson County,State Of Oregon
OR01606,OR0160600,41031,Liquor Comm: Jefferson C,State Of Oregon
OR03306,OR0330600,41031,Department Of Public Safety Rajneeshpuram,State Of Oregon
OR01702,OR0170200,41033,Cave Junction Pd,Cave Junction City
OR01701,OR0170100,41033,Grants Pass Department Of Public Safety,Grants Pass City
OR01700,OR0170000,41033,Josephine County Sheriff's Office,Josephine County
OR017SP,OR017SP00,41033,Sp: Josephine County,State Of Oregon
OR01703,OR0170300,41033,Liquor Comm: Josephine C,State Of Oregon
OR01801,OR0180100,41035,Klamath Falls Police Department,Klamath Falls City
OR01805,OR0180500,41035,Malin Police Dept,Malin City
OR01803,OR0180300,41035,Merrill Police Department,Merrill City
OR01800,OR0180000,41035,Klamath County Sheriff's Office,Klamath County
OR018SP,OR018SP00,41035,Sp: Klamath County,State Of Oregon
OR01806,OR0180600,41035,Liquor Comm: Klamath Cty,State Of Oregon
OR01901,OR0190100,41037,Lakeview Police Department,Lakeview Town
OR01900,OR0190000,41037,Lake County Sheriff's Office,Lake County
OR019SP,OR019SP00,41037,Sp: Lake County,State Of Oregon
OR01902,OR0190200,41037,Liquor Comm: Lake County,State Of Oregon
OR02007,OR0200700,41039,Coburg Police Department,Coburg City
OR02001,OR0200100,41039,Cottage Grove Police Department,Cottage Grove City
OR02008,OR0200800,41039,Creswell Pd,Creswell City
OR02002,OR0200200,41039,Eugene Police Department,Eugene City
OR02003,OR0200300,41039,Florence Police Department,Florence City
OR02004,OR0200400,41039,Junction City Police Department,Junction City City
OR02012,OR0201200,41039,Lowell Pd,Lowell City
OR02005,OR0200500,41039,Oakridge Police Department,Oakridge City
OR02006,OR0200600,41039,Springfield Police Department,Springfield City
OR02009,OR0200900,41039,Veneta Pd,Veneta City
OR02000,OR0200000,41039,Lane County Sheriff's Office,Lane County
OR020SP,OR020SP00,41039,Sp: Lane County,State Of Oregon
OR02011,OR0201100,41039,Liquor Comm: Lane County,State Of Oregon
OR02101,OR0210100,41041,Lincoln City Police Department,Lincoln City City
OR02102,OR0210200,41041,Newport Police Department,Newport City
ORDI004,ORDI00400,41041,Siletz Tribal Police,Confederated Tribes Of The Siletz Reservation
OR02103,OR0210300,41041,Toledo Police Department,Toledo City
OR02104,OR0210400,41041,Waldport Pd,Waldport City
OR02100,OR0210000,41041,Lincoln County Sheriff's Office,Lincoln County
OR021SP,OR021SP00,41041,Sp: Lincoln County,State Of Oregon
OR02105,OR0210500,41041,Liquor Comm: Lincoln Cty,State Of Oregon
OR02201,OR0220100,41043,Albany Police Department,Albany City
OR02205,OR0220500,41043,Brownsville Pd,Brownsville City
OR02203,OR0220300,41043,Lebanon Police Department,Lebanon City
OR02206,OR0220600,41043,Lyons Pd,Lyons City
OR02401,OR0240100,41043,Mill City Pd,Mill City City
OR02204,OR0220400,41043,Sweet Home Police Department,Sweet Home City
OR02200,OR0220000,41043,Linn County Sheriff's Office,Linn County
OR022SP,OR022SP00,41043,Sp: Linn County,State Of Oregon
OR02208,OR0220800,41043,Liquor Comm: Linn County,State Of Oregon
OR02301,OR0230100,41045,Nyssa Police Department,Nyssa City
OR02302,OR0230200,41045,Ontario Police Department,Ontario City
OR02303,OR0230300,41045,Vale Pd,Vale City
OR02300,OR0230000,41045,Malheur County Sheriff's Office,Malheur County
OR023SP,OR023SP00,41045,Sp: Malheur County,State Of Oregon
OR02305,OR0230500,41045,Liquor Comm: Malheur Cty,State Of Oregon
OR02412,OR0241200,41047,Aumsville Police Department,Aumsville City
OR02414,OR0241400,41047,Aurora Police Department,Aurora City
OR02413,OR0241300,41047,Donald Pd,Donald City
OR02406,OR0240600,41047,Gervais Police Department,Gervais City
OR02407,OR0240700,41047,Hubbard Police Department,Hubbard City
OR02411,OR0241100,41047,Jefferson Pd,Jefferson City
OR02417,OR0241700,41047,Keizer Police Department,Keizer City
OR02408,OR0240800,41047,Mt. Angel Police Department,Mount Angel City
OR02409,OR0240900,41047,St  Paul Pd,St Paul City
OR02402,OR0240200,41047,Salem Police Department,Salem City
OROSP10,OROSP1000,41047,Oregon State Police,State Of Oregon
OR02403,OR0240300,41047,Silverton Police Department,Silverton City
OR02404,OR0240400,41047,Stayton Police Department,Stayton City
OR02410,OR0241000,41047,Turner Police Department,Turner City
OR02405,OR0240500,41047,Woodburn Police Department,Woodburn City
OR02400,OR0240000,41047,Marion County Sheriff's Office,Marion County
OR024SP,OR024SP00,41047,Sp: Marion County,State Of Oregon
OR02416,OR0241600,41047,Liquor Comm: Marion Cnty,State Of Oregon
OR02504,OR0250400,41049,Boardman Police Department,Boardman City
OR02501,OR0250100,41049,Heppner Pd,Heppner City
OR02503,OR0250300,41049,Irrigon Pd,Irrigon City
OR02500,OR0250000,41049,Morrow County Sheriff's Office,Morrow County
OR025SP,OR025SP00,41049,Sp: Morrow County,State Of Oregon
OR02505,OR0250500,41049,Liquor Comm: Morrow Cnty,State Of Oregon
OR02506,OR0250600,41049,Bment: Morrow County,State Of Oregon
OR02604,OR0260400,41051,Fairview Police Department,Fairview City
OR02601,OR0260100,41051,Gresham Police Department,Gresham City
OR02602,OR0260200,41051,Portland Police Bureau,Portland City
OR02618,OR0261800,41051,Portland State University Dept Of Public Safety,State Of Oregon
OR02611,OR0261100,41051,Tri-met Pd Portland,Tri County Metropolitan Transportation District Of
OR02605,OR0260500,41051,Troutdale Police Department,Troutdale City
OR02603,OR0260300,41051,Port Of Portland Police Department,Port Of Portland
OR02600,OR0260000,41051,Multnomah County Sheriff's Office,Multnomah County
OR026SP,OR026SP00,41051,Sp: Multnomah County,State Of Oregon
OR02614,OR0261400,41051,Liquor Comm: Multnomah C,State Of Oregon
OR02701,OR0270100,41053,Dallas Police Department,Dallas City
OR02704,OR0270400,41053,Falls City Pd,Falls City City
OR02702,OR0270200,41053,Independence Police Department,Independence City
OR02703,OR0270300,41053,Monmouth Police Department,Monmouth Town
OR02705,OR0270500,41053,Western Oregon University Dept Of Public Safety,State Of Oregon
OR02700,OR0270000,41053,Polk County Sheriff's Office,Polk County
OR027SP,OR027SP00,41053,Sp: Polk County,State Of Oregon
OR02800,OR0280000,41055,Sherman County Sheriff's Office,Sherman County
OR028SP,OR028SP00,41055,Sp: Sherman County,State Of Oregon
OR02804,OR0280400,41055,Liquor Comm: Sherman Cty,State Of Oregon
OR02901,OR0290100,41057,Garibaldi Pd,Garibaldi City
OR02905,OR0290500,41057,Manzanita Department Of Public Safety,Manzanita City
OR02903,OR0290300,41057,Rockaway Beach Police Department,Rockaway Beach City
OR02904,OR0290400,41057,Tillamook Police Department,Tillamook City
OR02900,OR0290000,41057,Tillamook County Sheriff's Office,Tillamook County
OR029SP,OR029SP00,41057,Sp: Tillamook County,State Of Oregon
OR02907,OR0290700,41057,Liquor Comm: Tillamook C,State Of Oregon
OR03005,OR0300500,41059,Athena Police Department,Athena City
OR03006,OR0300600,41059,Echo Pd,Echo City
OR03001,OR0300100,41059,Hermiston Police Department,Hermiston City
OR03002,OR0300200,41059,Milton-freewater Police Department,Milton Freewater City
OR03012,OR0301200,41059,Umatilla Tribal Police Department,Confederated Tribes Of The Umatilla Indian Reserva
OR03003,OR0300300,41059,Pendleton Police Department,Pendleton City
OR03007,OR0300700,41059,Pilot Rock Police Department,Pilot Rock City
OR03008,OR0300800,41059,Stanfield Police Department,Stanfield City
OR03004,OR0300400,41059,Umatilla Police Department,Umatilla City
OR03009,OR0300900,41059,Weston Police Department,Weston City
OR03000,OR0300000,41059,Umatilla County Sheriff's Office,Umatilla County
OR030SP,OR030SP00,41059,Sp: Umatilla County,State Of Oregon
OR03011,OR0301100,41059,Liquor Comm: Umatilla Co,State Of Oregon
OR03013,OR0301300,41059,Bment: Umatilla County,State Of Oregon
OR03102,OR0310200,41061,Elgin Police Department,Elgin City
OR03101,OR0310100,41061,La Grande Police Department,La Grande City
OR03103,OR0310300,41061,Union Pd,Union City
OR03100,OR0310000,41061,Union County Sheriff's Office,Union County
OR031SP,OR031SP00,41061,Sp: Union County,State Of Oregon
OR03105,OR0310500,41061,Liquor Comm: Union Cnty,State Of Oregon
OR03201,OR0320100,41063,Enterprise Police Department,Enterprise City
OR03202,OR0320200,41063,Joseph Pd,Joseph City
OR03203,OR0320300,41063,Wallowa Pd,Wallowa City
OR03200,OR0320000,41063,Wallowa County Sheriff's Office,Wallowa County
OR032SP,OR032SP00,41063,Sp: Wallowa County,State Of Oregon
OR03204,OR0320400,41063,Liquor Comm: Wallowa Cty,State Of Oregon
OR03307,OR0330700,41065,City Of Rajneesh Peace Force Rajneesh,Antelope City
OR03301,OR0330100,41065,The Dalles Police Department,The Dalles City
OR03300,OR0330000,41065,Wasco County Sheriff's Office,Wasco County
OR033SP,OR033SP00,41065,Sp: Wasco County,State Of Oregon
OR03305,OR0330500,41065,Liquor Comm: Wasco Cnty,State Of Oregon
OR03409,OR0340900,41067,Banks Pd,Banks City
OR03401,OR0340100,41067,Beaverton Police Department,Beaverton City
OR03407,OR0340700,41067,Cornelius Police Department,Cornelius City
OR03402,OR0340200,41067,Forest Grove Police Department,Forest Grove City
OR03405,OR0340500,41067,Gaston Police Dept,Gaston City
OR03403,OR0340300,41067,Hillsboro Police Department,Hillsboro City
OR03411,OR0341100,41067,King City Police Department,King City City
OR03408,OR0340800,41067,North Plains Police Department,North Plains City
OR03406,OR0340600,41067,Sherwood Police Department,Sherwood City
OR03404,OR0340400,41067,Tigard Police Department,Tigard Town
OR03412,OR0341200,41067,Tualatin Police Department,Tualatin City
OR03400,OR0340000,41067,Washington County Sheriff's Office,Washington County
OR034SP,OR034SP00,41067,Sp: Washington County,State Of Oregon
OR03413,OR0341300,41067,Liquor Comm: Washingtn C,State Of Oregon
OR03500,OR0350000,41069,Wheeler County Sheriff's Office,Wheeler County
OR035SP,OR035SP00,41069,Sp: Wheeler County,State Of Oregon
OR03503,OR0350300,41069,Liquor Comm: Wheeler Cty,State Of Oregon
OR03607,OR0360700,41071,Amity Police Department,Amity City
OR03605,OR0360500,41071,Carlton Police Department,Carlton City
OR03606,OR0360600,41071,Dayton Pd,Dayton City
OR03610,OR0361000,41071,Dundee Pd,Dundee City
OR03609,OR0360900,41071,Lafayette Pd,Lafayette City
OR03601,OR0360100,41071,Mcminnville Police Department,Mcminnville City
OR03604,OR0360400,41071,Sheridan Pd,Sheridan City
OR03603,OR0360300,41071,Willamina Pd,Willamina City
OR03608,OR0360800,41071,Yamhill Police Department,Yamhill City
OR03600,OR0360000,41071,Yamhill County Sheriff's Office,Yamhill County
OR036SP,OR036SP00,41071,Sp: Yamhill County,State Of Oregon
OR03611,OR0361100,41071,Liquor Comm: Yamhill Cty,State Of Oregon
OR03602,OR0360200,41071,Newberg-dundee Police Department,_undetermined
PA00121,PA0012100,42001,Bendersville Boro Police Dept,Bendersville Borough
PA00111,PA0011100,42001,Berwick Twp Pd,Berwick Township
PA00115,PA0011500,42001,Biglerville Borough Police Department,Biglerville Borough
PA00123,PA0012300,42001,Carroll Valley Borough Police Department,Carroll Valley Borough
PA00103,PA0010300,42001,Conewago Township Police Department,Conewago Township
PA00105,PA0010500,42001,Cumberland Township Police Department,Cumberland Township
PA00108,PA0010800,42001,East Berlin Borough Police Department,East Berlin Borough
PA00122,PA0012200,42001,Fairfield Pd,Fairfield Borough
PA00101,PA0010100,42001,Gettysburg Borough Police Department,Gettysburg Borough
PA00106,PA0010600,42001,Hamiltonban Township Police Department,Hamiltonban Township
PA00124,PA0012400,42001,Latimore Township Police Department,Latimore Township
PA00112,PA0011200,42001,Liberty Township Police Department,Liberty Township
